2;14;001;00797;00000;00000;00276051;00000000;00000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;08;10;16;45;
2;14;002;00099;00001;00101;00034009;00000013;00004;00371;00000350;00103;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
2;14;003;00069;00001;00145;00022987;00000013;00006;00371;00000350;00152;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
2;14;004;00113;00001;00088;00038325;00000013;00003;00371;00000350;00091;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
2;14;005;00023;00000;00000;00007496;00000000;00000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;08;10;00;00;
2;14;006;00051;00000;00000;00016776;00000000;00000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;08;10;16;45;
2;14;007;00135;00001;00074;00045986;00000013;00003;00371;00000350;00076;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
2;14;008;00250;00000;00000;00085640;00000000;00000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;08;10;16;45;
2;14;009;00108;00001;00093;00036678;00000013;00004;00371;00000350;00095;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
2;14;010;00124;00001;00081;00042654;00000013;00003;00371;00000350;00082;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
2;14;011;00066;00001;00152;00022189;00000013;00006;00371;00000350;00158;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
2;14;012;00082;00000;00000;00027775;00000000;00000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;08;10;16;45;
2;14;013;00153;00001;00065;00052585;00000013;00002;00371;00000350;00067;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
2;14;014;00185;00001;00054;00063546;00000013;00002;00508;00000256;00040;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
2;14;015;00059;00001;00169;00019747;00000013;00007;00371;00000350;00177;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
2;14;016;00198;00001;00051;00068440;00000013;00002;00625;00000208;00030;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
2;14;017;00098;00001;00102;00033795;00000013;00004;00371;00000350;00104;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
2;14;999;02610;00012;00046;00894679;00000156;00002;00394;00003964;00044;00000120;07692;00000108;09000;00000012;01000;00000012;00769;00000024;01538;08;10;16;45;
3;14;001;00797;00000;00000;00276051;00000000;00000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;08;10;16;45;
3;14;002;00099;00001;00101;00034009;00000013;00004;00371;00000350;00103;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
3;14;003;00069;00001;00145;00022987;00000013;00006;00371;00000350;00152;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
3;14;004;00113;00001;00088;00038325;00000013;00003;00371;00000350;00091;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
3;14;005;00023;00000;00000;00007496;00000000;00000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;08;10;00;00;
3;14;006;00051;00000;00000;00016776;00000000;00000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;08;10;16;45;
3;14;007;00135;00001;00074;00045986;00000013;00003;00371;00000350;00076;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
3;14;008;00250;00000;00000;00085640;00000000;00000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;08;10;16;45;
3;14;009;00108;00001;00093;00036678;00000013;00004;00371;00000350;00095;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
3;14;010;00124;00001;00081;00042654;00000013;00003;00371;00000350;00082;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
3;14;011;00066;00001;00152;00022189;00000013;00006;00371;00000350;00158;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
3;14;012;00082;00000;00000;00027775;00000000;00000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;08;10;16;45;
3;14;013;00153;00001;00065;00052585;00000013;00002;00371;00000350;00067;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
3;14;014;00185;00001;00054;00063546;00000013;00002;00508;00000256;00040;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
3;14;015;00059;00001;00169;00019747;00000013;00007;00371;00000350;00177;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
3;14;016;00198;00001;00051;00068440;00000013;00002;00625;00000208;00030;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
3;14;017;00098;00001;00102;00033795;00000013;00004;00371;00000350;00104;00000010;07692;00000009;09000;00000001;01000;00000001;00769;00000002;01538;08;10;16;45;
3;14;999;02610;00012;00046;00894679;00000156;00002;00394;00003964;00044;00000120;07692;00000108;09000;00000012;01000;00000012;00769;00000024;01538;08;10;16;45;
