2;14;001;00797;00320;04015;00276051;00094714;03431;08513;00111254;04030;00085992;09079;00076687;08097;00009305;00982;00002675;00282;00006047;00638;07;29;14;10;
2;14;002;00099;00018;01818;00034009;00005202;01530;08511;00006112;01797;00004719;09072;00004210;08093;00000509;00978;00000148;00285;00000335;00644;07;29;12;20;
2;14;003;00069;00015;02174;00022987;00004091;01780;08442;00004846;02108;00003712;09074;00003310;08091;00000402;00983;00000114;00279;00000265;00648;07;29;12;25;
2;14;004;00113;00079;06991;00038325;00022678;05917;08509;00026652;06954;00020588;09078;00018358;08095;00002230;00983;00000637;00281;00001453;00641;07;29;13;40;
2;14;005;00023;00006;02609;00007496;00001699;02267;08508;00001997;02664;00001531;09011;00001363;08022;00000168;00989;00000048;00283;00000120;00706;07;29;12;10;
2;14;006;00051;00018;03529;00016776;00004892;02916;08492;00005761;03434;00004426;09047;00003945;08064;00000481;00983;00000136;00278;00000330;00675;07;29;12;05;
2;14;007;00135;00074;05481;00045986;00021427;04659;08487;00025247;05490;00019457;09081;00017348;08096;00002109;00984;00000601;00280;00001369;00639;07;29;14;15;
2;14;008;00250;00157;06280;00085640;00045590;05323;08530;00053446;06241;00041416;09084;00036857;08084;00004559;01000;00001281;00281;00002893;00635;07;29;13;35;
2;14;009;00108;00063;05833;00036678;00018286;04986;08513;00021479;05856;00016602;09079;00014798;08093;00001804;00987;00000517;00283;00001167;00638;07;29;14;20;
2;14;010;00124;00066;05323;00042654;00019286;04521;08479;00022746;05333;00017506;09077;00015605;08091;00001901;00986;00000544;00282;00001236;00641;07;29;14;20;
2;14;011;00066;00017;02576;00022189;00004831;02177;08505;00005680;02560;00004403;09114;00003928;08131;00000475;00983;00000136;00282;00000292;00604;07;29;12;00;
2;14;012;00082;00053;06463;00027775;00015347;05525;08494;00018067;06505;00013944;09086;00012433;08101;00001511;00985;00000431;00281;00000972;00633;07;29;14;20;
2;14;013;00153;00065;04248;00052585;00019067;03626;08506;00022416;04263;00017312;09080;00015440;08098;00001872;00982;00000540;00283;00001215;00637;07;29;13;35;
2;14;014;00185;00102;05514;00063546;00030003;04721;08512;00035247;05547;00027259;09085;00024303;08100;00002956;00985;00000847;00282;00001897;00632;07;29;13;35;
2;14;015;00059;00019;03220;00019747;00005481;02776;08496;00006451;03267;00004962;09053;00004423;08070;00000539;00983;00000155;00283;00000364;00664;07;29;13;50;
2;14;016;00198;00119;06010;00068440;00034983;05111;08512;00041099;06005;00031749;09076;00028308;08092;00003441;00984;00000987;00282;00002247;00642;07;29;14;20;
2;14;017;00098;00071;07245;00033795;00020954;06200;08507;00024632;07289;00019027;09080;00016964;08096;00002063;00985;00000591;00282;00001336;00638;07;29;13;10;
2;14;999;02610;01262;04835;00894679;00368531;04119;08509;00433132;04841;00334605;09079;00298280;08094;00036325;00986;00010388;00282;00023538;00639;07;29;14;20;
3;14;001;00797;00320;04015;00276051;00094661;03429;08509;00111254;04030;00082123;08675;00071869;07592;00010254;01083;00004584;00484;00007954;00840;07;29;14;10;
3;14;002;00099;00018;01818;00034009;00005208;01531;08521;00006112;01797;00004516;08671;00003951;07586;00000565;01085;00000253;00486;00000439;00843;07;29;12;20;
3;14;003;00069;00015;02174;00022987;00004091;01780;08442;00004846;02108;00003545;08665;00003103;07585;00000442;01080;00000198;00484;00000348;00851;07;29;12;25;
3;14;004;00113;00079;06991;00038325;00022653;05911;08500;00026652;06954;00019640;08670;00017188;07588;00002452;01082;00001095;00483;00001918;00847;07;29;13;40;
3;14;005;00023;00006;02609;00007496;00001699;02267;08508;00001997;02664;00001463;08611;00001279;07528;00000184;01083;00000082;00483;00000154;00906;07;29;12;10;
3;14;006;00051;00018;03529;00016776;00004886;02912;08481;00005761;03434;00004224;08645;00003697;07567;00000527;01079;00000235;00481;00000427;00874;07;29;12;05;
3;14;007;00135;00074;05481;00045986;00021435;04661;08490;00025247;05490;00018599;08677;00016283;07596;00002316;01080;00001034;00482;00001802;00841;07;29;14;15;
3;14;008;00250;00157;06280;00085640;00045482;05311;08510;00053446;06241;00039477;08680;00034556;07598;00004921;01082;00002199;00483;00003806;00837;07;29;13;35;
3;14;009;00108;00063;05833;00036678;00018286;04986;08513;00021479;05856;00015864;08675;00013882;07592;00001982;01084;00000886;00485;00001536;00840;07;29;14;20;
3;14;010;00124;00066;05323;00042654;00019296;04524;08483;00022746;05333;00016736;08673;00014648;07591;00002088;01082;00000931;00482;00001629;00844;07;29;14;20;
3;14;011;00066;00017;02576;00022189;00004845;02184;08530;00005680;02560;00004222;08714;00003699;07635;00000523;01079;00000234;00483;00000389;00803;07;29;12;00;
3;14;012;00082;00053;06463;00027775;00015347;05525;08494;00018067;06505;00013324;08682;00011662;07599;00001662;01083;00000740;00482;00001283;00836;07;29;14;20;
3;14;013;00153;00065;04248;00052585;00019072;03627;08508;00022416;04263;00016549;08677;00014489;07597;00002060;01080;00000923;00484;00001600;00839;07;29;13;35;
3;14;014;00185;00102;05514;00063546;00030001;04721;08512;00035247;05547;00026049;08683;00022800;07600;00003249;01083;00001452;00484;00002500;00833;07;29;13;35;
3;14;015;00059;00019;03220;00019747;00005481;02776;08496;00006451;03267;00004741;08650;00004148;07568;00000593;01082;00000265;00483;00000475;00867;07;29;13;50;
3;14;016;00198;00119;06010;00068440;00034991;05113;08514;00041099;06005;00030348;08673;00026562;07591;00003786;01082;00001691;00483;00002952;00844;07;29;14;20;
3;14;017;00098;00071;07245;00033795;00020962;06203;08510;00024632;07289;00018191;08678;00015925;07597;00002266;01081;00001013;00483;00001758;00839;07;29;13;10;
3;14;999;02610;01262;04835;00894679;00368396;04118;08505;00433132;04841;00319611;08676;00279741;07593;00039870;01082;00017815;00484;00030970;00841;07;29;14;20;
