7;02;001;00045;00000;00000;00014229;00000000;00000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;00000000;00000;07;29;00;00;
7;02;002;00029;00028;09655;00009210;00007524;08169;08492;00008860;09620;00005315;07064;00004198;05579;00001117;01485;00000962;01279;00001247;01657;07;29;11;40;
7;02;003;01232;00284;02305;00429273;00084038;01958;08500;00098867;02303;00059548;07086;00047098;05604;00012450;01481;00010767;01281;00013723;01633;07;29;14;10;
7;02;004;00810;00471;05815;00281265;00139081;04945;08486;00163885;05827;00098635;07092;00077970;05606;00020665;01486;00017831;01282;00022615;01626;07;29;14;20;
7;02;005;00059;00030;05085;00017327;00007023;04053;08465;00008297;04788;00004950;07048;00003910;05567;00001040;01481;00000895;01274;00001178;01677;07;29;14;20;
7;02;006;00170;00155;09118;00056171;00043940;07823;08488;00051768;09216;00031115;07081;00024581;05594;00006534;01487;00005631;01282;00007194;01637;07;29;13;15;
7;02;007;00706;00376;05326;00243478;00110349;04532;08497;00129872;05334;00078182;07085;00061792;05600;00016390;01485;00014145;01282;00018022;01633;07;29;13;40;
7;02;008;00114;00103;09035;00038862;00029741;07653;08495;00035012;09009;00021062;07082;00016647;05597;00004415;01484;00003810;01281;00004869;01637;07;29;13;15;
7;02;009;00087;00081;09310;00028389;00022431;07901;08483;00026442;09314;00015865;07073;00012534;05588;00003331;01485;00002870;01279;00003696;01648;07;29;13;35;
7;02;010;00073;00066;09041;00024517;00018759;07651;08501;00022067;09001;00013274;07076;00010490;05592;00002784;01484;00002401;01280;00003084;01644;07;29;13;50;
7;02;011;00727;00125;01719;00251858;00037078;01472;08485;00043700;01735;00026243;07078;00020758;05598;00005485;01479;00004756;01283;00006079;01640;07;29;14;20;
7;02;012;00221;00217;09819;00076567;00063866;08341;08497;00075167;09817;00045245;07084;00035754;05598;00009491;01486;00008182;01281;00010439;01635;07;29;13;35;
7;02;013;00095;00093;09789;00030183;00025140;08329;08527;00029483;09768;00017714;07046;00013997;05568;00003717;01479;00003296;01311;00004130;01643;07;29;10;55;
